計畫名稱,鑽孔編號,TWD97_X,TWD97_Y,鑽孔地表高程,water_depth(m),試驗編號,試驗中文名稱,試驗英文名稱,取樣編號,N_value,統一土壤分類,上限深度(公尺),下限深度(公尺),含水量(岩石)(%),岩心長度(cm),岩心直徑(cm),單軸壓縮強度(kg/cm2),含水量(%),液性限度(%),塑性指數(%),比重,礫石(%),砂(%),粉土(%),黏土(%),統體單位重(t/m3),空隙比,AASHTO分類,塑性限度(%),細料(%),單位重(t/m3),比重(岩石),縮性指數(%),乾單位重(t/m3),D10(mm),D30(mm),D60(mm),D50(mm),尖峰凝聚力(kg/cm2),尖峰內摩擦角(度),不擾動試體無圍壓縮強度(kg/cm2),不擾動試體破壞應變(%),不擾動試體初始含水量(%),不擾動試體初始單位重(t/m3),統體密度(t/m3),破壞應變(%),殘餘凝聚力(kg/cm2),殘餘內摩擦角(度),消散指數1(%),消散指數2(%),凝聚力(kg/cm2),內摩擦角(度),壓縮指數(Cc),有效凝聚力(kg/cm2),有效內摩擦角(度),回脹應變量(%),試體初始含水量(%),試體初始單位重(t/m3),再壓指數(Cr),預壓密壓力(kg/cm2),試體最終含水量(%),試體初始空隙比,試體最終空隙比,試體初始飽和度(%),試體最終飽和度(%),初始含水量(%),初始單位重(t/m3),彈性模數(kg/cm2),乾密度(t/m3),孔隙率(岩石)(%),破壞載重(kg),點載重強度指數(kg/cm2),點載重強度指數(50mm)(kg/cm2),有效尖峰凝聚力(kg/cm2),有效尖峰內摩擦角(度),不擾動試體最終含水量(%),重模試體無圍壓縮強度(kg/cm2),重模試體破壞應變(%),重模試體初始含水量(%),重模試體最終含水量(%),靈敏度,有機物(%),硫酸鹽含量(ppm),亞硫酸鹽含量(ppm),pH 值,氯化物含量(ppm)
二高後續高雄環線細部設計地質探查,0105338335603_SK-04-03,187350.1642,2518044.706,50.62,4.2,DS-58,直接剪力強度試驗,ROCK DIRECT SHEAR TEST,C-1,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,31.3,,,,,,,0.17,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_SK-04-03,187350.1642,2518044.706,50.62,4.2,C-2,,,C-2,,,7,8,,,,,15,,,2.73,,,,,,0.43,,,,,,,,,,,,,,,,,,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_SK-04-03,187350.1642,2518044.706,50.62,4.2,UC-35,單軸壓縮強度試驗,UNCONFINED COMPRESSION TEST,C-2,,,7,8,15,,,1.54,,,,,,,,,,,,,,,2.73,,,,,,,,,,,,,2.19,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_SK-04-03,187350.1642,2518044.706,50.62,4.2,C-3,,,C-3,,,18,19,,,,,10.1,,,2.71,,,,,,0.34,,,,,,,,,,,,,,,,,,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_SK-04-04,187220.1648,2517914.707,66.18,1.5,S-1,,,S-1,100,,1.55,1.75,,,,,8.1,23.6,7.5,2.71,0,20.2,,,,0.45,,,79.8,,,,,,,,,,,,,,,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_SK-04-04,187220.1648,2517914.707,66.18,1.5,C-1,,,C-1,,,2,3,,,,,12.1,,,2.71,,,,,,0.57,,,,,,,,,,,,,,,,,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_SK-04-04,187220.1648,2517914.707,66.18,1.5,DS-59,直接剪力強度試驗,ROCK DIRECT SHEAR TEST,C-1,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,0,31.5,,,,,,,0,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_SK-04-04,187220.1648,2517914.707,66.18,1.5,C-2,,,C-2,,,4,5,,,,,13.3,,,2.72,,,,,,0.48,,,,,,,,,,,,,,,,,,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_SK-04-04,187220.1648,2517914.707,66.18,1.5,DS-60,直接剪力強度試驗,ROCK DIRECT SHEAR TEST,C-2,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,29.2,,,,,,,0.04,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_SK-04-04,187220.1648,2517914.707,66.18,1.5,C-3,,,C-3,,,13,14,,,,,8.2,,,2.73,,,,,,0.38,,,,,,,,,,,,,,,,,,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_SK-04-04,187220.1648,2517914.707,66.18,1.5,C-4,,,C-4,,,23,24,,,,,9.7,,,2.72,,,,,,0.26,,,,,,,,,,,,,,,,,,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_SK-04-04,187220.1648,2517914.707,66.18,1.5,UC-36,單軸壓縮強度試驗,UNCONFINED COMPRESSION TEST,C-4,,,23,24,9.7,,,20.6,,,,,,,,,,,,,,,2.72,,,,,,,,,,,,,2.36,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_SK-05-01,187081.1657,2516901.711,46.46,0.2,S-1,,,S-1,6,CL,1.55,2,,,,,26.4,32.9,13.1,2.74,0,4.4,,,,0.77,,,95.6,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_SK-05-01,187081.1657,2516901.711,46.46,0.2,S-2,,,S-2,1,ML,3.55,4,,,,,25.6,,,2.72,0,21.8,,,,0.73,,,78.2,,,,,0,,0.05,,,,,,,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_SK-05-01,187081.1657,2516901.711,46.46,0.2,S-3,,,S-3,3,ML,5.55,6,,,,,29.7,23,2.3,2.72,0,43,,,,0.87,,,57,,,,,,,,,,,,,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_SK-05-01,187081.1657,2516901.711,46.46,0.2,S-4,,,S-4,4,CL,7.55,8,,,,,28.5,33.2,16.1,2.71,0,8.2,,,,0.81,,,91.8,,,,,,,,,,,,,,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_SK-05-01,187081.1657,2516901.711,46.46,0.2,S-5,,,S-5,,CL,9.55,10,,,,,25.1,36,18.1,2.71,0,5.4,,,,0.74,,,94.6,,,,,,,,,,,,,,,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_SK-05-01,187081.1657,2516901.711,46.46,0.2,S-6,,,S-6,8,CL,11.55,12,,,,,23.6,23.1,7.5,2.69,0,12,,,,0.66,,,88,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_SK-05-01,187081.1657,2516901.711,46.46,0.2,S-7,,,S-7,9,CL,13.55,14,,,,,23,25.6,11.2,2.69,0,12.6,,,,0.64,,,87.4,,,,,,,,,,,,,,,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_SK-05-01,187081.1657,2516901.711,46.46,0.2,S-8,,,S-8,10,CL-ML,15.55,16,,,,,20.5,22.9,6.8,2.71,0,19.6,,,,0.58,,,80.4,,,,,,,,,,,,,,,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_SK-05-01,187081.1657,2516901.711,46.46,0.2,S-9,,,S-9,23,CL,17.55,18,,,,,21.1,29.2,14.4,2.71,0,21,,,,0.59,,,79,,,,,,,,,,,,,,,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_SK-05-01,187081.1657,2516901.711,46.46,0.2,C-1,,,C-1,,,19,20,,,,,8.5,,,2.74,,,,,,0.3,,,,,,,,,,,,,,,,,,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_SK-05-01,187081.1657,2516901.711,46.46,0.2,S-10,,,S-10,72,,20,20.32,,,,,12.3,27,11.8,2.74,0,4.4,,,,0.34,,,95.6,,,,,,,,,,,,,,,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_SK-05-02,186915.1662,2517905.706,53.19,3.6,S-1,,,S-1,60,,1.55,2,,,,,10.4,32.2,13.8,2.75,0,2.6,,,,0.36,,,97.4,,,,,,,,,,,,,,,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_SK-05-02,186915.1662,2517905.706,53.19,3.6,S-2,,,S-2,100,,3.55,3.95,,,,,10.6,32.2,16.3,2.75,0,3.8,,,,0.33,,,96.2,,,,,,,,,,,,,,,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_SK-05-02,186915.1662,2517905.706,53.19,3.6,C-1,,,C-1,,,4,5,,,,,7.9,,,2.76,,,,,,0.3,,,,,,,,,,,,,,,,,,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_SK-05-02,186915.1662,2517905.706,53.19,3.6,C-2,,,C-2,,,11,12,,,,,6.5,,,2.76,0,0,,,,0.39,,,0,,,,,,,,,,,,,,,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_SK-05-02,186915.1662,2517905.706,53.19,3.6,UC-37,單軸壓縮強度試驗,UNCONFINED COMPRESSION TEST,C-2,,,11,12,6.5,,,9.01,,,,,,,,,,,,,,,2.76,,,,,,,,,,,,,2.11,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高旗山-林邊段工程規劃地質探查,0105338336601_LH-22,186653.2673,2517862.507,30.79,7,S-1,,,S-1,6,SM/ML,1.55,2,,,,,3.4,,,2.69,0,50,,,,0.83,,,50,,,,,0.02,,0.08,,,,,,,,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高旗山-林邊段工程規劃地質探查,0105338336601_LH-22,186653.2673,2517862.507,30.79,7,S-2,,,S-2,30,GM/SM,3.55,4,,,,,5.8,,,2.72,43.8,43.6,,,,0.28,,,12.6,,,,,0.05,,5.36,,,,,,,,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高旗山-林邊段工程規劃地質探查,0105338336601_LH-22,186653.2673,2517862.507,30.79,7,S-3,,,S-3,30,SM,5.55,6,,,,,14.3,,,2.69,26.6,40.2,,,,0.42,,,33.2,,,,,0.02,,0.97,,,,,,,,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高旗山-林邊段工程規劃地質探查,0105338336601_LH-22,186653.2673,2517862.507,30.79,7,S-4,,,S-4,81,,6.5,6.95,,,,,10.5,30.2,16.5,2.71,0,5.6,,,,0.3,,,94.4,,,,,,,,,,,,,,,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高旗山-林邊段工程規劃地質探查,0105338336601_LH-22,186653.2673,2517862.507,30.79,7,RUC16,,UNCONFINED COMPRESSION TEST,C-1,,,7.5,7.6,3.2,,,43.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高旗山-林邊段工程規劃地質探查,0105338336601_LH-22,186653.2673,2517862.507,30.79,7,RDS-7,,DIRECT SHEAR TEST,C-2,,,9,10,5.6,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高旗山-林邊段工程規劃地質探查,0105338336601_LH-22,186653.2673,2517862.507,30.79,7,S-5,,,S-5,100,,20,20.22,,,,,7.9,27.3,11.5,2.72,0,5.6,,,,0.25,,,94.4,,,,,,,,,,,,,,,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台39線高鐵橋下道路延伸至仁武道路工程綜合規劃及第一階段環境影響評估委託服務工作,9250060924002_AH-04,184140.62,2514606.09,24.6,,,,,S-1-2,5,CL,5.55,6,,,,,23.7,36.2,14.1,2.72,0,7.1,61,31.9,,0.67,,22.1,,,,,,,,,,,,,,,,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台39線高鐵橋下道路延伸至仁武道路工程綜合規劃及第一階段環境影響評估委託服務工作,9250060924002_AH-04,184140.62,2514606.09,24.6,,,,,S-2-1,7,CL,7.05,7.5,,,,,28.2,34.8,12.2,2.72,0,7.4,63.9,28.7,,0.84,,22.6,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台39線高鐵橋下道路延伸至仁武道路工程綜合規劃及第一階段環境影響評估委託服務工作,9250060924002_AH-04,184140.62,2514606.09,24.6,,,,,S-3-2,8,SM,8.55,9,,,,,29.2,－,NP,2.66,0,83.7,12,4.3,,0.93,,－,,,,,,,,,,,,,,,,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台39線高鐵橋下道路延伸至仁武道路工程綜合規劃及第一階段環境影響評估委託服務工作,9250060924002_AH-04,184140.62,2514606.09,24.6,,,,,T-1,,SM,9.3,10.05,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,32.3,,,,,,,,,,,,,,,,,23.1,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台39線高鐵橋下道路延伸至仁武道路工程綜合規劃及第一階段環境影響評估委託服務工作,9250060924002_AH-04,184140.62,2514606.09,24.6,,,,,S-4-2,5,SM,10.05,10.5,,,,,23,－,NP,2.64,0,84,11.8,4.2,,0.62,,－,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台39線高鐵橋下道路延伸至仁武道路工程綜合規劃及第一階段環境影響評估委託服務工作,9250060924002_AH-04,184140.62,2514606.09,24.6,,,,,S-5-2,7,CL,11.55,12,,,,,29.6,38.5,16.9,2.72,0,8.2,59.5,32.3,,0.9,,21.6,,,,,,,,,,,,,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台39線高鐵橋下道路延伸至仁武道路工程綜合規劃及第一階段環境影響評估委託服務工作,9250060924002_AH-04,184140.62,2514606.09,24.6,,,,,T-2,,CL,12.3,13.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.646,15,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台39線高鐵橋下道路延伸至仁武道路工程綜合規劃及第一階段環境影響評估委託服務工作,9250060924002_AH-04,184140.62,2514606.09,24.6,,,,,T-2,,CL,12.3,13.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.301,,,,33.5,,0.06,2.69,25.8,0.93,0.71,99.3,100,,,,,,,,,,,,,,,,,,,,,
台39線高鐵橋下道路延伸至仁武道路工程綜合規劃及第一階段環境影響評估委託服務工作,9250060924002_AH-04,184140.62,2514606.09,24.6,,,,,S-6-2,8,CL,13.05,13.5,,,,,26.4,37.6,14.2,2.74,0,7.7,56.1,36.2,,0.73,,23.4,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台39線高鐵橋下道路延伸至仁武道路工程綜合規劃及第一階段環境影響評估委託服務工作,9250060924002_AH-04,184140.62,2514606.09,24.6,,,,,S-7-2,7,CL,14.55,15,,,,,30.9,36.8,14.3,2.76,0,6.4,56.7,36.9,,0.98,,22.5,,,,,,,,,,,,,,,,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台39線高鐵橋下道路延伸至仁武道路工程綜合規劃及第一階段環境影響評估委託服務工作,9250060924002_AH-04,184140.62,2514606.09,24.6,,,,,S-8-2,15,SM,16.05,16.5,,,,,23.9,－,NP,2.64,0,58.7,30.4,10.9,,0.64,,－,,,,,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台39線高鐵橋下道路延伸至仁武道路工程綜合規劃及第一階段環境影響評估委託服務工作,9250060924002_AH-04,184140.62,2514606.09,24.6,,,,,S-9-2,15,SM,17.55,18,,,,,33.3,－,NP,2.65,0,80,14.7,5.3,,0.98,,－,,,,,,,,,,,,,,,,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台39線高鐵橋下道路延伸至仁武道路工程綜合規劃及第一階段環境影響評估委託服務工作,9250060924002_AH-04,184140.62,2514606.09,24.6,,,,,S-10-2,16,SM,19.05,19.5,,,,,26.9,－,NP,2.64,0,81.5,13.6,4.9,,0.77,,－,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台39線高鐵橋下道路延伸至仁武道路工程綜合規劃及第一階段環境影響評估委託服務工作,9250060924002_AH-04,184140.62,2514606.09,24.6,,,,,S-11-2,16,SM,20.55,21,,,,,29.7,－,NP,2.63,0,71.4,21.1,7.5,,0.81,,－,,,,,,,,,,,,,,,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台39線高鐵橋下道路延伸至仁武道路工程綜合規劃及第一階段環境影響評估委託服務工作,9250060924002_AH-04,184140.62,2514606.09,24.6,,,,,S-12-2,19,SM,22.05,22.5,,,,,32,－,NP,2.67,0,63.6,26.8,9.6,,0.88,,－,,,,,,,,,,,,,,,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台39線高鐵橋下道路延伸至仁武道路工程綜合規劃及第一階段環境影響評估委託服務工作,9250060924002_AH-04,184140.62,2514606.09,24.6,,,,,S-13-2,25,SM,23.55,24,,,,,32,－,NP,2.66,0,60.5,29.1,10.4,,0.91,,－,,,,,,,,,,,,,,,,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台39線高鐵橋下道路延伸至仁武道路工程綜合規劃及第一階段環境影響評估委託服務工作,9250060924002_AH-04,184140.62,2514606.09,24.6,,,,,S-14-2,27,SM,25.05,25.5,,,,,30.8,－,NP,2.65,0,75.5,18,6.5,,0.82,,－,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台39線高鐵橋下道路延伸至仁武道路工程綜合規劃及第一階段環境影響評估委託服務工作,9250060924002_AH-04,184140.62,2514606.09,24.6,,,,,S-15-2,25,SM,26.55,27,,,,,20.2,－,NP,2.64,0,67.1,24.2,8.7,,0.77,,－,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台39線高鐵橋下道路延伸至仁武道路工程綜合規劃及第一階段環境影響評估委託服務工作,9250060924002_AH-04,184140.62,2514606.09,24.6,,,,,S-16-2,25,SM,28.05,28.5,,,,,30.9,－,NP,2.67,0,68.6,23.1,8.3,,0.91,,－,,,,,,,,,,,,,,,,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台39線高鐵橋下道路延伸至仁武道路工程綜合規劃及第一階段環境影響評估委託服務工作,9250060924002_AH-05,184304.357,2514555.394,25.64,,,,,S-1-2,,ML,1.05,1.5,,,,,21.7,－,NP,2.7,0,36.4,46.8,16.8,,0.63,,－,,,,,,,,,,,,,,,,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台39線高鐵橋下道路延伸至仁武道路工程綜合規劃及第一階段環境影響評估委託服務工作,9250060924002_AH-05,184304.357,2514555.394,25.64,,,,,S-2-2,,SM,2.55,3,,,,,21.9,－,NP,2.63,0,52,35.3,12.7,,0.6,,－,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台39線高鐵橋下道路延伸至仁武道路工程綜合規劃及第一階段環境影響評估委託服務工作,9250060924002_AH-05,184304.357,2514555.394,25.64,,,,,S-3-2,,SM,4.05,4.5,,,,,19.6,－,NP,2.67,0,63.9,26.6,9.5,,0.66,,－,,,,,,,,,,,,,,,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台39線高鐵橋下道路延伸至仁武道路工程綜合規劃及第一階段環境影響評估委託服務工作,9250060924002_AH-05,184304.357,2514555.394,25.64,,,,,S-4-2,,CL,5.55,6,,,,,44.8,46.3,21.7,2.74,0,6.9,61.4,31.7,,1.25,,24.6,,,,,,,,,,,,,,,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台39線高鐵橋下道路延伸至仁武道路工程綜合規劃及第一階段環境影響評估委託服務工作,9250060924002_AH-05,184304.357,2514555.394,25.64,,,,,S-5-1,,SM,7.05,7.5,,,,,23.1,－,NP,2.66,0,63.3,27,9.7,,0.69,,－,,,,,,,,,,,,,,,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台39線高鐵橋下道路延伸至仁武道路工程綜合規劃及第一階段環境影響評估委託服務工作,9250060924002_AH-05,184304.357,2514555.394,25.64,,,,,S-6-2,,SM,8.55,9,,,,,24.3,－,NP,2.64,0,58.9,30.3,10.8,,0.72,,－,,,,,,,,,,,,,,,,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台39線高鐵橋下道路延伸至仁武道路工程綜合規劃及第一階段環境影響評估委託服務工作,9250060924002_AH-05,184304.357,2514555.394,25.64,,,,,S-7-2,,CL,10.05,10.5,,,,,29,37.6,15.3,2.74,0,8.9,56.3,34.8,,0.82,,22.3,,,,,,,,,,,,,,,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台39線高鐵橋下道路延伸至仁武道路工程綜合規劃及第一階段環境影響評估委託服務工作,9250060924002_AH-05,184304.357,2514555.394,25.64,,,,,S-8-2,,CL,11.55,12,,,,,31.8,39.7,16.3,2.73,0,8.7,54.7,36.6,,0.97,,23.4,,,,,,,,,,,,,,,,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台39線高鐵橋下道路延伸至仁武道路工程綜合規劃及第一階段環境影響評估委託服務工作,9250060924002_AH-05,184304.357,2514555.394,25.64,,,,,S-9-1,,CL,13.05,13.5,,,,,25,35.2,12.6,2.73,0,8.5,62.3,29.2,,0.83,,22.6,,,,,,,,,,,,,,,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台39線高鐵橋下道路延伸至仁武道路工程綜合規劃及第一階段環境影響評估委託服務工作,9250060924002_AH-05,184304.357,2514555.394,25.64,,,,,S-10-2,,CL,14.55,15,,,,,27,38.7,17.1,2.75,0,7.7,52.7,39.6,,0.79,,21.6,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台39線高鐵橋下道路延伸至仁武道路工程綜合規劃及第一階段環境影響評估委託服務工作,9250060924002_AH-05,184304.357,2514555.394,25.64,,,,,S-11-2,,SM,16.05,16.5,,,,,28,－,NP,2.66,0,84.1,11.7,4.2,,0.83,,－,,,,,,,,,,,,,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台39線高鐵橋下道路延伸至仁武道路工程綜合規劃及第一階段環境影響評估委託服務工作,9250060924002_AH-05,184304.357,2514555.394,25.64,,,,,S-12-2,,SM,17.55,18,,,,,23.3,－,NP,2.67,0,73.8,19.3,6.9,,0.65,,－,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台39線高鐵橋下道路延伸至仁武道路工程綜合規劃及第一階段環境影響評估委託服務工作,9250060924002_AH-05,184304.357,2514555.394,25.64,,,,,S-13-2,,SM,19.05,19.5,,,,,17,－,NP,2.67,0,67.8,23.7,8.5,,0.61,,－,,,,,,,,,,,,,,,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台39線高鐵橋下道路延伸至仁武道路工程綜合規劃及第一階段環境影響評估委託服務工作,9250060924002_AH-05,184304.357,2514555.394,25.64,,,,,S-14-2,,SM,20.55,21,,,,,24.5,－,NP,2.64,0,77.9,16.3,5.8,,0.8,,－,,,,,,,,,,,,,,,,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台39線高鐵橋下道路延伸至仁武道路工程綜合規劃及第一階段環境影響評估委託服務工作,9250060924002_AH-05,184304.357,2514555.394,25.64,,,,,S-15-2,,SM,22.05,22.5,,,,,30.6,－,NP,2.66,0,76.5,17.3,6.2,,0.89,,－,,,,,,,,,,,,,,,,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台39線高鐵橋下道路延伸至仁武道路工程綜合規劃及第一階段環境影響評估委託服務工作,9250060924002_AH-05,184304.357,2514555.394,25.64,,,,,S-16-2,,ML,23.55,24,,,,,25.5,－,NP,2.68,0,17.5,71,11.5,,0.81,,－,,,,,,,,,,,,,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台39線高鐵橋下道路延伸至仁武道路工程綜合規劃及第一階段環境影響評估委託服務工作,9250060924002_AH-05,184304.357,2514555.394,25.64,,,,,S-17-2,,ML,25.05,25.5,,,,,25.7,－,NP,2.69,0,22,63,15,,0.72,,－,,,,,,,,,,,,,,,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台39線高鐵橋下道路延伸至仁武道路工程綜合規劃及第一階段環境影響評估委託服務工作,9250060924002_AH-06,184370.783,2514573.455,25.85,,,,,S-1-2,,ML,1.05,1.5,,,,,18.8,－,NP,2.68,0,41.5,43.1,15.4,,0.59,,－,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
